"","id","Researcher","Affilitation","Citation","Instrument","Analysis","Polymer","Magnification","Color","Morphology","SizeFraction","Dimension"
"351","1jkTzJoH4JyU5tKJmzngHmqQQHyjMqYsL","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"352","1fLtDSYqm0D6-3o3dH5ZUmdqzfI8dEm18","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","1-20 um","Nominal"
"353","1jY8i6vRAolpjlZypLYZtryHKyP662o9u","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"354","1jXEwP_VyVREqrq2m6USNbrnhr1CqfpnH","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Foam","20-212 um","Nominal"
"355","1jzWc_ZirMhjHKvvA9gqpJ2mQQxYoNbZj","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"356","1jvbRxOAuX33BUBnb0mn3R4A5cHOGPz3K","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"357","1fLGjtQiFBwERpoOrCprM414iTKebo_LX","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fiber","1-20 um","Nominal"
"358","1jypP-vf7U4d4p2sYbeMNfIFIhqy2FOeX","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","20-212 um","Nominal"
"359","1k2kmAnG-od90f8YLPTdKgevnCbbJkNh4","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"360","1iOItkcDK2kWQpW7wBv34pjRNubzyTmBs","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"361","1iVcv1t16dWZBYmfmUKttkbvQtcEd-_l4","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"362","1iLh5F-XlqlKjEGup4aNjeYfuBs1e21qM","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"363","1jfpHbFbpU2MzP_6hNwqPza7q-HblENt7","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"364","1hKMEDs5u837VRhIddo3_JTAFh6xA9FU0","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"365","1hNr9DL__r7rM05f9YnyfELThT552sEyi","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"366","1jO2LDYwlDgsXLQcWZWwdpP4cBpnXC3OD","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"367","1ih5LT-NMqrtWLy5b2ma0aykvgpBTmxHR","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Gold","Fragment","20-212 um","Nominal"
"368","1j8oBYwwPzGHv-GxYDEFcrLWdQeL9AwuW","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"369","1iiu5jtV1FLeepC_2K3n11MKJ_cjJguNU","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"370","1nMrgG85uczyBNEcUyt0CRGQLeNneh58a","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"371","1hEab6k_fWVUvnDOj7aexKPjsiMnPKslT","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"372","1j5BxQdwxI8Tc9VgAMgyio56ZbYkHOtvg","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"373","1iqrfAXmNCEzBnL5cH1oZlO4B4LNBe6Kw","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"374","1fLzx_TqgD5D0TKbHaiKvMtBnM6k19AAz","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","1-20 um","Nominal"
"375","1hPHw_hLloutz06G4oyhjijc_6Exno7kH","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"376","1iyZ8QDjCzhsz3d3PCmFNZgNoyWhPQAl_","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"377","1iyUT8IXG40EQIMXVRPiG1sSsbbOl4PvH","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"378","1iXPxTOlQ8bnbIEANuAV9H7I9SlL_guRN","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","20-212 um","Nominal"
"379","1jLYu5LzDnzJsIGjYLNeiHAxa347hLBQN","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Fragment","20-212 um","Nominal"
"380","1fM2wNcrgUMHMi7nplsRdL9KlB_rhlRd6","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","1-20 um","Nominal"
"381","1hI0QbdRscZqdJBnqgIJPez_Dm3NDKJ2s","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"382","1ihff5r307T_SldzHMBb3qfyS3na_3UbP","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Fiber","20-212 um","Nominal"
"383","1jSOCkwUIly_GK0JMPxNc7nni40b_bmUr","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"384","1i26-rVdjS0E5RkhfC3Wv3T02WBHfD5OY","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Gold","Fiber","20-212 um","Nominal"
"385","1ncOaYJtv-QFR0s2TEzya5EakU1nKjEic","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Foam","212-500 um","Nominal"
"386","1gB3uznXDdxDoVuVkLDeiTktvu6nxml3R","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Grey","Fiber","20-212 um","Nominal"
"387","1hjx3Be4sLjISN1TZmkcbVaavpm41A2Xr","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Fragment","20-212 um","Nominal"
"388","1hRRQOX0x3zN5rFGxhnc71DEEoTUSc2EV","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"389","1g59xBwcHzbTO3-DVALXld-kYMHsd9nd1","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","20-212 um","Nominal"
"390","1nUiHDbCQ0PDg_qMF_Ewz6hFdRx3KGMdn","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","212-500 um","Nominal"
"391","1iCIz1qkYYsZTgKqFeUmXPneU8Uqbpd8D","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Sphere","20-212 um","Nominal"
"392","1nOrJ1xpneYDEPOmmb2LsJ1gom0OSEc9m","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","212-500 um","Nominal"
"393","1nOBf1v_-lSWpLoyg9JVFwLDtQ_F1QTc0","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere","212-500 um","Nominal"
"394","1hpViKgHJncXY0XXgiEOTibdX_Ij83Pod","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"395","1iI0u6ADpWR9beCSR91N2ne-FXfNtnwRb","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"396","1hUaPOWEW_urZzXimitTFs74VoYigyuFN","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"397","1hYgLXjnaytFaSMv_kqeIqMIl4OJ5wvTc","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"398","1hUqIsBhi53kPCW1WXxEWqmur-03QtKkY","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"399","1nfozmmQJ2tv0che9Q4bzpo7PBnlShpbW","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Brown","Fiber","212-500 um","Nominal"
"400","1nNus0WkMAHAhbCTfeF5vxpvCiV-jq7y9","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","212-500 um","Nominal"
"401","1nYPfCXOtIWfWtWHBuVJa7ejoMxtp19FT","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","212-500 um","Nominal"
"402","1fU7mCOkzUkv7AMeAvll3iLBD1Y6KumFP","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Fiber","1-20 um","Nominal"
"403","1hhpIJ9OoDFRPZJvm7llfnUTa-r8CPzmw","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment","20-212 um","Nominal"
"404","1mCpOjdkfIt4xVIRNX71CD-fSdT7tBT75","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"405","1lysIWDLHTNtB5-LrCJQcraxEOaPo13IH","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"406","1nx-FmbFCacf2I1Tp-HlqRgK02Q7ipxaW","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere",">500 um","Nominal"
"407","1gRQq7IMv3UgoVHh6vErsBMnZX592Tz3r","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"408","1nxcrc47y3NUClT2U2S_PU1WxYTPHDRWJ","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere",">500 um","Nominal"
"409","1gQsjYgUTQq3yKrQ4hDLM16zjiQ3K7rxc","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Fiber","20-212 um","Nominal"
"410","1o5f1FE6uO91c8owDV0Za678ucEJ-o2d-","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fragment",">500 um","Nominal"
"411","1mDjsyiboaZFFMb8nPNQLcuUyI429ivkk","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere","212-500 um","Nominal"
"412","1pi6GHWy6licXKmXqjENjgQ28jVNZCTub","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere",">500 um","Nominal"
"413","1oT6pebY1IEt0UmDJjzh1OViOajMONraQ","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fragment",">500 um","Nominal"
"414","1pmpjOQ6lSsOgzRrr04O-QZWkmyWBZN9S","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere",">500 um","Nominal"
"415","1gQOLF1FvKh532UuE03vrxyc0EJGsx7Tn","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","20-212 um","Nominal"
"416","1oQ3g6yAQEYYIx2nwQIvP-X9VDSz8s0At","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere",">500 um","Nominal"
"417","1mKOFYG5qCrXkp_QIocGIdME6_7Mv2gu3","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fragment","212-500 um","Nominal"
"418","1oVPqnU9Ir7Uq9L1PlYmMypJIjrhpVHJ9","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere",">500 um","Nominal"
"419","1gMNO2WWgi7poQ0enb7afqgQJ9fxiwIdd","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Black","Fragment","20-212 um","Nominal"
"420","1nqPfQOJ5AaV0ewd3ypRM9OytnHZIaWlF","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Orange","Fragment","212-500 um","Nominal"
"421","1o0xLReCVvaF6GMRj3md4DKDP-lr8-VS-","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fragment",">500 um","Nominal"
"422","1oFciDFYTn9J6ojIyIoftMedsvC3d7PIV","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Blue","Fragment",">500 um","Nominal"
"423","1mOYQqQ_wQd5f16PjDqDbhFgt_4MZHp5y","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere","212-500 um","Nominal"
"424","1mDTpOgua0D4kwEOiHVOtz6BKLm1lDKFf","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"425","1oRQB9sOfP-3Fq_6eHVJShfvHDDo1D37b","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere",">500 um","Nominal"
"426","1mbYwh9Txf7PlTncg_HcBJ4cn3IVGvWfG","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"427","1mYUAv-hSJyjb5bIX7aQiRSB8_xBzB58l","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"428","1gepMPA57xqYV3CwrGoG592N_bZAu8yfY","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Gold","Fiber","20-212 um","Nominal"
"429","1ohRmYMY_MaOenYOJt3wks9AnbzE7xxn2","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere",">500 um","Nominal"
"430","1ggJaDhn50c6wowRQoSbU-gpm4Mw4x8i8","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"431","1gfRDXeR2bIl9ikqgw0t9oGy11eoXI91N","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Gold","Fiber","20-212 um","Nominal"
"432","1n4E-Fz1wV3uxoMPjpU39cYCmGg8PI9ce","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere",">500 um","Nominal"
"433","1mfRB_WnJGQkzRwdH6JbJV5H-O_JLUnnC","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Gold","Fiber","212-500 um","Nominal"
"434","1gdR9sJ4r1vnoNKQerN59iPl3JT17X8fj","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Red","Fiber","20-212 um","Nominal"
"435","1aoPWTCbC1vlsMDZ_SvvhU3yuABdsUdXd","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
"436","1oWgDlpWH1HO2by6aHeYN5_KOSDTkTEYB","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Green","Sphere",">500 um","Nominal"
"437","1mQ3hUANwdxYVRRkajRBSqe6N2clXnsZA","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","White","Sphere","212-500 um","Nominal"
"438","1oWK-NGicgIFvM925_xaxKFCEsbn8EWTA","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fragment",">500 um","Nominal"
"439","1Zx2ohykKqAFXON3H3-MOqwk8qXuPmi-Y","Charles Moore and Gwen Lattin","Moore Institute for Plastic Pollution Research","Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research","Nikon SMZ1270","2020",NA,"60-80x","Clear","Fiber","20-212 um","Nominal"
